product_id,pair_id,product_name,category,subcategory,brand,gender_target,price,size,normalized_price_per_unit,retailer,description,ingredients,
P00232_M,PAIR00232,Nivea Face Wash - Men - 100ml,Personal Care,Face Wash,Nivea,Men,415.27,100,415.27,BigBasket,Advanced formula Face Wash by Nivea for long-lasting performance.,"Shea Butter, Tea Tree Oil, Panthenol, Sodium Laureth Sulfate, Dimethicone",
P00232_F,PAIR00232,Nivea Face Wash - Women - 100ml,Personal Care,Face Wash,Nivea,Women,514.95,100,514.95,BigBasket,Advanced formula Face Wash by Nivea for long-lasting performance.,"Shea Butter, Tea Tree Oil, Panthenol, Sodium Laureth Sulfate, Dimethicone",
P00233_M,PAIR00233,Puma Sneakers - Men - 11,Footwear,Sneakers,Puma,Men,6186.92,11,6186.92,RelianceDigital,Puma presents a gentle Sneakers with enriched ingredients.,,
P00233_F,PAIR00233,Puma Sneakers - Women - 11,Footwear,Sneakers,Puma,Women,6457.25,11,6457.25,RelianceDigital,Puma presents a gentle Sneakers with enriched ingredients.,,
P00234_M,PAIR00234,Mamaearth Conditioner - Men - 100ml,Personal Care,Conditioner,Mamaearth,Men,902.94,100,902.94,Ajio,Lightweight Conditioner from Mamaearth — dermatologist tested.,"Dimethicone, Paraben, Chamomile Extract, Panthenol, Water",
P00234_F,PAIR00234,Mamaearth Conditioner - Women - 100ml,Personal Care,Conditioner,Mamaearth,Women,1078.51,100,1078.51,Ajio,Lightweight Conditioner from Mamaearth — dermatologist tested.,"Dimethicone, Paraben, Chamomile Extract, Panthenol, Water",
P00235_M,PAIR00235,Nivea Lotion - Men - 200ml,Personal Care,Lotion,Nivea,Men,219.3,200,109.65,RelianceDigital,Nivea Lotion for everyday use — nourishes and protects.,"Glycerin, Dimethicone, Sodium Laureth Sulfate, Shea Butter, Retinol, Keratin",
P00235_F,PAIR00235,Nivea Lotion - Women - 200ml,Personal Care,Lotion,Nivea,Women,262.88,200,131.44,RelianceDigital,Nivea Lotion for everyday use — nourishes and protects.,"Glycerin, Dimethicone, Sodium Laureth Sulfate, Shea Butter, Retinol, Keratin",
P00236_M,PAIR00236,Puma T-Shirt - Men - XL,Clothing,T-Shirt,Puma,Men,1715.53,XL,1715.53,HealthKart,Puma T-Shirt for everyday use — nourishes and protects.,,
P00236_F,PAIR00236,Puma T-Shirt - Women - XL,Clothing,T-Shirt,Puma,Women,1805.73,XL,1805.73,HealthKart,Puma T-Shirt for everyday use — nourishes and protects.,,
P00237_M,PAIR00237,Reebok Socks - Men - 1,Clothing,Socks,Reebok,Men,446.46,1,446.46,BigBasket,Reebok Socks for everyday use — nourishes and protects.,,
P00237_F,PAIR00237,Reebok Socks - Women - 1,Clothing,Socks,Reebok,Women,479.49,1,479.49,BigBasket,Reebok Socks for everyday use — nourishes and protects.,,
P00238_M,PAIR00238,Dove Lotion - Men - 200ml,Personal Care,Lotion,Dove,Men,332.63,200,166.31,Myntra,Lightweight Lotion from Dove — dermatologist tested.,"Shea Butter, Water, Fragrance, Niacinamide, Cetyl Alcohol",
P00238_F,PAIR00238,Dove Lotion - Women - 200ml,Personal Care,Lotion,Dove,Women,359.71,200,179.85,Myntra,Lightweight Lotion from Dove — dermatologist tested.,"Shea Butter, Water, Fragrance, Niacinamide, Cetyl Alcohol",
P00239_M,PAIR00239,Mamaearth Shampoo - Men - 200ml,Personal Care,Shampoo,Mamaearth,Men,127.89,200,63.95,PharmEasy,Advanced formula Shampoo by Mamaearth for long-lasting performance.,"Water, Chamomile Extract, Sodium Chloride, Vitamin E, Sodium Laureth Sulfate, Glycerin",
P00239_F,PAIR00239,Mamaearth Shampoo - Women - 200ml,Personal Care,Shampoo,Mamaearth,Women,149.48,200,74.74,PharmEasy,Advanced formula Shampoo by Mamaearth for long-lasting performance.,"Water, Chamomile Extract, Sodium Chloride, Vitamin E, Sodium Laureth Sulfate, Glycerin",
P00240_M,PAIR00240,Neutrogena Moisturizer - Men - 150ml,Personal Care,Moisturizer,Neutrogena,Men,1882.5,150,1255,Ajio,Advanced formula Moisturizer by Neutrogena for long-lasting performance.,"Shea Butter, Niacinamide, Cocamidopropyl Betaine, Sodium Chloride",
P00240_F,PAIR00240,Neutrogena Moisturizer - Women - 150ml,Personal Care,Moisturizer,Neutrogena,Women,2184.9,150,1456.6,Ajio,Advanced formula Moisturizer by Neutrogena for long-lasting performance.,"Shea Butter, Niacinamide, Cocamidopropyl Betaine, Sodium Chloride",
P00241_M,PAIR00241,Reebok Socks - Men - 1,Clothing,Socks,Reebok,Men,293.09,1,293.09,PharmEasy,Advanced formula Socks by Reebok for long-lasting performance.,,
P00241_F,PAIR00241,Reebok Socks - Women - 1,Clothing,Socks,Reebok,Women,311.68,1,311.68,PharmEasy,Advanced formula Socks by Reebok for long-lasting performance.,,
P00242_M,PAIR00242,Reebok T-Shirt - Men - M,Clothing,T-Shirt,Reebok,Men,2218.95,M,2218.95,Croma,Advanced formula T-Shirt by Reebok for long-lasting performance.,,
P00242_F,PAIR00242,Reebok T-Shirt - Women - M,Clothing,T-Shirt,Reebok,Women,2481.11,M,2481.11,Croma,Advanced formula T-Shirt by Reebok for long-lasting performance.,,
P00243_M,PAIR00243,Nike T-Shirt - Men - S,Clothing,T-Shirt,Nike,Men,1236.93,S,1236.93,Croma,Nike T-Shirt for everyday use — nourishes and protects.,,
P00243_F,PAIR00243,Nike T-Shirt - Women - S,Clothing,T-Shirt,Nike,Women,1347.37,S,1347.37,Croma,Nike T-Shirt for everyday use — nourishes and protects.,,
P00244_M,PAIR00244,Forest Essentials Body Oil - Men - 100,Personal Care,Body Oil,Forest Essentials,Men,1595.59,100,1595.59,Flipkart,Forest Essentials presents a gentle Body Oil with enriched ingredients.,"Cocamidopropyl Betaine, Chamomile Extract, Sodium Chloride, Water, Sodium Laureth Sulfate, Aloe Vera",
P00244_F,PAIR00244,Forest Essentials Body Oil - Women - 100,Personal Care,Body Oil,Forest Essentials,Women,1969.47,100,1969.47,Flipkart,Forest Essentials presents a gentle Body Oil with enriched ingredients.,"Cocamidopropyl Betaine, Chamomile Extract, Sodium Chloride, Water, Sodium Laureth Sulfate, Aloe Vera",
P00245_M,PAIR00245,Sensodyne Toothpaste - Men - 100ml,Hygiene,Toothpaste,Sensodyne,Men,430.88,100,430.88,Croma,Advanced formula Toothpaste by Sensodyne for long-lasting performance.,"Panthenol, Cocamidopropyl Betaine, Aloe Vera, Niacinamide",
P00245_F,PAIR00245,Sensodyne Toothpaste - Women - 100ml,Hygiene,Toothpaste,Sensodyne,Women,534.79,100,534.79,Croma,Advanced formula Toothpaste by Sensodyne for long-lasting performance.,"Panthenol, Cocamidopropyl Betaine, Aloe Vera, Niacinamide",
P00246_M,PAIR00246,Garnier Face Wash - Men - 150ml,Personal Care,Face Wash,Garnier,Men,246.43,150,164.29,Croma,Advanced formula Face Wash by Garnier for long-lasting performance.,"Panthenol, Sodium Chloride, Aloe Vera, Glycerin, Dimethicone",
P00246_F,PAIR00246,Garnier Face Wash - Women - 150ml,Personal Care,Face Wash,Garnier,Women,274.37,150,182.91,Croma,Advanced formula Face Wash by Garnier for long-lasting performance.,"Panthenol, Sodium Chloride, Aloe Vera, Glycerin, Dimethicone",
P00247_M,PAIR00247,Forest Essentials Body Oil - Men - 100,Personal Care,Body Oil,Forest Essentials,Men,489.12,100,489.12,RelianceDigital,Forest Essentials Body Oil for everyday use — nourishes and protects.,"Water, Tea Tree Oil, Chamomile Extract, Sodium Laureth Sulfate, Vitamin E",
P00247_F,PAIR00247,Forest Essentials Body Oil - Women - 100,Personal Care,Body Oil,Forest Essentials,Women,555.58,100,555.58,RelianceDigital,Forest Essentials Body Oil for everyday use — nourishes and protects.,"Water, Tea Tree Oil, Chamomile Extract, Sodium Laureth Sulfate, Vitamin E",
P00248_M,PAIR00248,Forest Essentials Body Oil - Men - 200,Personal Care,Body Oil,Forest Essentials,Men,883.6,200,883.6,Nykaa,Lightweight Body Oil from Forest Essentials — dermatologist tested.,"Fragrance, Chamomile Extract, Dimethicone, Cocamidopropyl Betaine, Salicylic Acid",
P00248_F,PAIR00248,Forest Essentials Body Oil - Women - 200,Personal Care,Body Oil,Forest Essentials,Women,917.22,200,917.22,Nykaa,Lightweight Body Oil from Forest Essentials — dermatologist tested.,"Fragrance, Chamomile Extract, Dimethicone, Cocamidopropyl Betaine, Salicylic Acid",
P00249_M,PAIR00249,Puma Socks - Men - 5,Clothing,Socks,Puma,Men,218.92,5,43.78,Croma,Advanced formula Socks by Puma for long-lasting performance.,,
P00249_F,PAIR00249,Puma Socks - Women - 5,Clothing,Socks,Puma,Women,229.35,5,45.87,Croma,Advanced formula Socks by Puma for long-lasting performance.,,
P00250_M,PAIR00250,Adidas Hoodie - Men - XL,Clothing,Hoodie,Adidas,Men,1301.72,XL,1301.72,Amazon.in,Adidas Hoodie for everyday use — nourishes and protects.,,
P00250_F,PAIR00250,Adidas Hoodie - Women - XL,Clothing,Hoodie,Adidas,Women,1371.62,XL,1371.62,Amazon.in,Adidas Hoodie for everyday use — nourishes and protects.,,
P00251_M,PAIR00251,Gillette Shaving Foam - Men - 250ml,Shaving,Shaving Foam,Gillette,Men,368.03,250,147.21,Ajio,Gillette Shaving Foam for everyday use — nourishes and protects.,,
P00251_F,PAIR00251,Gillette Shaving Foam - Women - 250ml,Shaving,Shaving Foam,Gillette,Women,389.09,250,155.64,Ajio,Gillette Shaving Foam for everyday use — nourishes and protects.,,
P00252_M,PAIR00252,Reebok Sneakers - Men - 8,Footwear,Sneakers,Reebok,Men,6867.86,8,6867.86,HealthKart,Reebok Sneakers for everyday use — nourishes and protects.,,
P00252_F,PAIR00252,Reebok Sneakers - Women - 8,Footwear,Sneakers,Reebok,Women,6961.92,8,6961.92,HealthKart,Reebok Sneakers for everyday use — nourishes and protects.,,
P00253_M,PAIR00253,Puma Socks - Men - 3,Clothing,Socks,Puma,Men,246.7,3,82.23,Ajio,Lightweight Socks from Puma — dermatologist tested.,,
P00253_F,PAIR00253,Puma Socks - Women - 3,Clothing,Socks,Puma,Women,270.12,3,90.04,Ajio,Lightweight Socks from Puma — dermatologist tested.,,
P00254_M,PAIR00254,Olay Face Wash - Men - 150ml,Personal Care,Face Wash,Olay,Men,114.52,150,76.35,BigBasket,Lightweight Face Wash from Olay — dermatologist tested.,"Sodium Laureth Sulfate, Salicylic Acid, Glycerin, Shea Butter, Panthenol, Paraben",
P00254_F,PAIR00254,Olay Face Wash - Women - 150ml,Personal Care,Face Wash,Olay,Women,122.01,150,81.34,BigBasket,Lightweight Face Wash from Olay — dermatologist tested.,"Sodium Laureth Sulfate, Salicylic Acid, Glycerin, Shea Butter, Panthenol, Paraben",
P00255_M,PAIR00255,Dettol Soap - Men - 150ml,Personal Care,Soap,Dettol,Men,286.49,150,190.99,PharmEasy,Dettol Soap for everyday use — nourishes and protects.,"Panthenol, Chamomile Extract, Dimethicone, Cetyl Alcohol, Keratin, Coconut Oil",
P00255_F,PAIR00255,Dettol Soap - Women - 150ml,Personal Care,Soap,Dettol,Women,307.46,150,204.97,PharmEasy,Dettol Soap for everyday use — nourishes and protects.,"Panthenol, Chamomile Extract, Dimethicone, Cetyl Alcohol, Keratin, Coconut Oil",
P00256_M,PAIR00256,Nivea Face Wash - Men - 150ml,Personal Care,Face Wash,Nivea,Men,263.43,150,175.62,PharmEasy,Lightweight Face Wash from Nivea — dermatologist tested.,"Sodium Chloride, Niacinamide, Panthenol, Water, Salicylic Acid",
P00256_F,PAIR00256,Nivea Face Wash - Women - 150ml,Personal Care,Face Wash,Nivea,Women,331.02,150,220.68,PharmEasy,Lightweight Face Wash from Nivea — dermatologist tested.,"Sodium Chloride, Niacinamide, Panthenol, Water, Salicylic Acid",
P00257_M,PAIR00257,Olay Moisturizer - Men - 100ml,Personal Care,Moisturizer,Olay,Men,1336.06,100,1336.06,RelianceDigital,Advanced formula Moisturizer by Olay for long-lasting performance.,"Glycerin, Tea Tree Oil, Retinol, Keratin, Vitamin E",
P00257_F,PAIR00257,Olay Moisturizer - Women - 100ml,Personal Care,Moisturizer,Olay,Women,1564.1,100,1564.1,RelianceDigital,Advanced formula Moisturizer by Olay for long-lasting performance.,"Glycerin, Tea Tree Oil, Retinol, Keratin, Vitamin E",
P00258_M,PAIR00258,Himalaya Wellness Pain Relief - Men - 10,Health,Pain Relief,Himalaya Wellness,Men,294.42,10,294.42,Nykaa,Advanced formula Pain Relief by Himalaya Wellness for long-lasting performance.,,
P00258_F,PAIR00258,Himalaya Wellness Pain Relief - Women - 10,Health,Pain Relief,Himalaya Wellness,Women,299.75,10,299.75,Nykaa,Advanced formula Pain Relief by Himalaya Wellness for long-lasting performance.,,
P00259_M,PAIR00259,Dove Deodorant - Men - 100ml,Personal Care,Deodorant,Dove,Men,444.71,100,444.71,HealthKart,Dove Deodorant for everyday use — nourishes and protects.,"Coconut Oil, Sodium Laureth Sulfate, Fragrance, Vitamin E, Paraben, Niacinamide",
P00259_F,PAIR00259,Dove Deodorant - Women - 100ml,Personal Care,Deodorant,Dove,Women,513.47,100,513.47,HealthKart,Dove Deodorant for everyday use — nourishes and protects.,"Coconut Oil, Sodium Laureth Sulfate, Fragrance, Vitamin E, Paraben, Niacinamide",
P00260_M,PAIR00260,Dove Deodorant - Men - 150ml,Personal Care,Deodorant,Dove,Men,530.87,150,353.91,Ajio,Dove presents a gentle Deodorant with enriched ingredients.,"Coconut Oil, Cetyl Alcohol, Chamomile Extract",
P00260_F,PAIR00260,Dove Deodorant - Women - 150ml,Personal Care,Deodorant,Dove,Women,654.61,150,436.41,Ajio,Dove presents a gentle Deodorant with enriched ingredients.,"Coconut Oil, Cetyl Alcohol, Chamomile Extract",
P00261_M,PAIR00261,Levi's Jeans - Men - 30,Clothing,Jeans,Levi's,Men,1320.96,30,1320.96,Ajio,Levi's presents a gentle Jeans with enriched ingredients.,,
P00261_F,PAIR00261,Levi's Jeans - Women - 30,Clothing,Jeans,Levi's,Women,1357.12,30,1357.12,Ajio,Levi's presents a gentle Jeans with enriched ingredients.,,
P00262_M,PAIR00262,Olay Moisturizer - Men - 50ml,Personal Care,Moisturizer,Olay,Men,2367.88,50,4735.76,PharmEasy,Olay presents a gentle Moisturizer with enriched ingredients.,"Salicylic Acid, Water, Sodium Chloride, Tea Tree Oil",
P00262_F,PAIR00262,Olay Moisturizer - Women - 50ml,Personal Care,Moisturizer,Olay,Women,2898.16,50,5796.32,PharmEasy,Olay presents a gentle Moisturizer with enriched ingredients.,"Salicylic Acid, Water, Sodium Chloride, Tea Tree Oil",
P00263_M,PAIR00263,Uniqlo Hoodie - Men - M,Clothing,Hoodie,Uniqlo,Men,1364.43,M,1364.43,Myntra,Uniqlo presents a gentle Hoodie with enriched ingredients.,,
P00263_F,PAIR00263,Uniqlo Hoodie - Women - M,Clothing,Hoodie,Uniqlo,Women,1357.74,M,1357.74,Myntra,Uniqlo presents a gentle Hoodie with enriched ingredients.,,
P00264_M,PAIR00264,Uniqlo T-Shirt - Men - XL,Clothing,T-Shirt,Uniqlo,Men,520.82,XL,520.82,Croma,Lightweight T-Shirt from Uniqlo — dermatologist tested.,,
P00264_F,PAIR00264,Uniqlo T-Shirt - Women - XL,Clothing,T-Shirt,Uniqlo,Women,562.15,XL,562.15,Croma,Lightweight T-Shirt from Uniqlo — dermatologist tested.,,
P00265_M,PAIR00265,Himalaya Shampoo - Men - 650ml,Personal Care,Shampoo,Himalaya,Men,391.76,650,60.27,Myntra,Himalaya Shampoo for everyday use — nourishes and protects.,"Shea Butter, Dimethicone, Salicylic Acid, Water",
P00265_F,PAIR00265,Himalaya Shampoo - Women - 650ml,Personal Care,Shampoo,Himalaya,Women,435.97,650,67.07,Myntra,Himalaya Shampoo for everyday use — nourishes and protects.,"Shea Butter, Dimethicone, Salicylic Acid, Water",
P00266_M,PAIR00266,Himalaya Wellness Pain Relief - Men - 10,Health,Pain Relief,Himalaya Wellness,Men,432.68,10,432.68,Amazon.in,Lightweight Pain Relief from Himalaya Wellness — dermatologist tested.,,
P00266_F,PAIR00266,Himalaya Wellness Pain Relief - Women - 10,Health,Pain Relief,Himalaya Wellness,Women,447.35,10,447.35,Amazon.in,Lightweight Pain Relief from Himalaya Wellness — dermatologist tested.,,
P00267_M,PAIR00267,Reebok T-Shirt - Men - S,Clothing,T-Shirt,Reebok,Men,1304.56,S,1304.56,Croma,Reebok presents a gentle T-Shirt with enriched ingredients.,,
P00267_F,PAIR00267,Reebok T-Shirt - Women - S,Clothing,T-Shirt,Reebok,Women,1487.09,S,1487.09,Croma,Reebok presents a gentle T-Shirt with enriched ingredients.,,
P00268_M,PAIR00268,Levi's Jeans - Men - 30,Clothing,Jeans,Levi's,Men,1036.08,30,1036.08,HealthKart,Levi's Jeans for everyday use — nourishes and protects.,,
P00268_F,PAIR00268,Levi's Jeans - Women - 30,Clothing,Jeans,Levi's,Women,1153.23,30,1153.23,HealthKart,Levi's Jeans for everyday use — nourishes and protects.,,
P00269_M,PAIR00269,Himalaya Toothpaste - Men - 100ml,Hygiene,Toothpaste,Himalaya,Men,438.75,100,438.75,HealthKart,Advanced formula Toothpaste by Himalaya for long-lasting performance.,"Keratin, Retinol, Sodium Chloride, Glycerin, Shea Butter, Paraben",
P00269_F,PAIR00269,Himalaya Toothpaste - Women - 100ml,Hygiene,Toothpaste,Himalaya,Women,523.93,100,523.93,HealthKart,Advanced formula Toothpaste by Himalaya for long-lasting performance.,"Keratin, Retinol, Sodium Chloride, Glycerin, Shea Butter, Paraben",
P00270_M,PAIR00270,L'Oréal Shampoo - Men - 100ml,Personal Care,Shampoo,L'Oréal,Men,332.84,100,332.84,Flipkart,Advanced formula Shampoo by L'Oréal for long-lasting performance.,"Salicylic Acid, Cetyl Alcohol, Cocamidopropyl Betaine, Shea Butter, Tea Tree Oil",
P00270_F,PAIR00270,L'Oréal Shampoo - Women - 100ml,Personal Care,Shampoo,L'Oréal,Women,375.72,100,375.72,Flipkart,Advanced formula Shampoo by L'Oréal for long-lasting performance.,"Salicylic Acid, Cetyl Alcohol, Cocamidopropyl Betaine, Shea Butter, Tea Tree Oil",
P00271_M,PAIR00271,Garnier Conditioner - Men - 200ml,Personal Care,Conditioner,Garnier,Men,543.49,200,271.75,PharmEasy,Garnier presents a gentle Conditioner with enriched ingredients.,"Salicylic Acid, Tea Tree Oil, Keratin, Niacinamide, Retinol, Panthenol",
P00271_F,PAIR00271,Garnier Conditioner - Women - 200ml,Personal Care,Conditioner,Garnier,Women,625.29,200,312.64,PharmEasy,Garnier presents a gentle Conditioner with enriched ingredients.,"Salicylic Acid, Tea Tree Oil, Keratin, Niacinamide, Retinol, Panthenol",
P00272_M,PAIR00272,Forest Essentials Body Oil - Men - 200,Personal Care,Body Oil,Forest Essentials,Men,932.67,200,932.67,Nykaa,Forest Essentials Body Oil for everyday use — nourishes and protects.,"Vitamin E, Fragrance, Keratin, Cocamidopropyl Betaine, Retinol",
P00272_F,PAIR00272,Forest Essentials Body Oil - Women - 200,Personal Care,Body Oil,Forest Essentials,Women,991.58,200,991.58,Nykaa,Forest Essentials Body Oil for everyday use — nourishes and protects.,"Vitamin E, Fragrance, Keratin, Cocamidopropyl Betaine, Retinol",
P00273_M,PAIR00273,Nike Socks - Men - 3,Clothing,Socks,Nike,Men,487.03,3,162.34,Ajio,Advanced formula Socks by Nike for long-lasting performance.,,
P00273_F,PAIR00273,Nike Socks - Women - 3,Clothing,Socks,Nike,Women,512.41,3,170.8,Ajio,Advanced formula Socks by Nike for long-lasting performance.,,
P00274_M,PAIR00274,L'Oréal Moisturizer - Men - 150ml,Personal Care,Moisturizer,L'Oréal,Men,1707.47,150,1138.31,Myntra,L'Oréal Moisturizer for everyday use — nourishes and protects.,"Fragrance, Cetyl Alcohol, Cocamidopropyl Betaine, Sodium Laureth Sulfate, Shea Butter",
P00274_F,PAIR00274,L'Oréal Moisturizer - Women - 150ml,Personal Care,Moisturizer,L'Oréal,Women,1941.16,150,1294.11,Myntra,L'Oréal Moisturizer for everyday use — nourishes and protects.,"Fragrance, Cetyl Alcohol, Cocamidopropyl Betaine, Sodium Laureth Sulfate, Shea Butter",
P00275_M,PAIR00275,Levi's Jeans - Men - 30,Clothing,Jeans,Levi's,Men,3534.45,30,3534.45,Amazon.in,Levi's Jeans for everyday use — nourishes and protects.,,
P00275_F,PAIR00275,Levi's Jeans - Women - 30,Clothing,Jeans,Levi's,Women,3852.48,30,3852.48,Amazon.in,Levi's Jeans for everyday use — nourishes and protects.,,
P00276_M,PAIR00276,Himalaya Toothpaste - Men - 50ml,Hygiene,Toothpaste,Himalaya,Men,340.82,50,681.64,Croma,Lightweight Toothpaste from Himalaya — dermatologist tested.,"Sodium Laureth Sulfate, Water, Sodium Chloride",
P00276_F,PAIR00276,Himalaya Toothpaste - Women - 50ml,Hygiene,Toothpaste,Himalaya,Women,371.97,50,743.94,Croma,Lightweight Toothpaste from Himalaya — dermatologist tested.,"Sodium Laureth Sulfate, Water, Sodium Chloride",
P00277_M,PAIR00277,Colgate Toothpaste - Men - 200ml,Hygiene,Toothpaste,Colgate,Men,193.74,200,96.87,Flipkart,Colgate presents a gentle Toothpaste with enriched ingredients.,"Aloe Vera, Niacinamide, Chamomile Extract, Sodium Laureth Sulfate, Water, Retinol",
P00277_F,PAIR00277,Colgate Toothpaste - Women - 200ml,Hygiene,Toothpaste,Colgate,Women,234.49,200,117.25,Flipkart,Colgate presents a gentle Toothpaste with enriched ingredients.,"Aloe Vera, Niacinamide, Chamomile Extract, Sodium Laureth Sulfate, Water, Retinol",
P00278_M,PAIR00278,Reebok Sneakers - Men - 9,Footwear,Sneakers,Reebok,Men,2397.04,9,2397.04,Amazon.in,Lightweight Sneakers from Reebok — dermatologist tested.,,
P00278_F,PAIR00278,Reebok Sneakers - Women - 9,Footwear,Sneakers,Reebok,Women,2627.89,9,2627.89,Amazon.in,Lightweight Sneakers from Reebok — dermatologist tested.,,
P00279_M,PAIR00279,Neutrogena Sunscreen - Men - 50,Personal Care,Sunscreen,Neutrogena,Men,227.65,50,227.65,PharmEasy,Lightweight Sunscreen from Neutrogena — dermatologist tested.,"Panthenol, Cocamidopropyl Betaine, Aloe Vera, Keratin, Glycerin",
P00279_F,PAIR00279,Neutrogena Sunscreen - Women - 50,Personal Care,Sunscreen,Neutrogena,Women,274.38,50,274.38,PharmEasy,Lightweight Sunscreen from Neutrogena — dermatologist tested.,"Panthenol, Cocamidopropyl Betaine, Aloe Vera, Keratin, Glycerin",
P00280_M,PAIR00280,Reebok Sneakers - Men - 9,Footwear,Sneakers,Reebok,Men,5271.77,9,5271.77,Ajio,Lightweight Sneakers from Reebok — dermatologist tested.,,
P00280_F,PAIR00280,Reebok Sneakers - Women - 9,Footwear,Sneakers,Reebok,Women,5742.49,9,5742.49,Ajio,Lightweight Sneakers from Reebok — dermatologist tested.,,
P00281_M,PAIR00281,Uniqlo T-Shirt - Men - L,Clothing,T-Shirt,Uniqlo,Men,354.52,L,354.52,Nykaa,Uniqlo T-Shirt for everyday use — nourishes and protects.,,
P00281_F,PAIR00281,Uniqlo T-Shirt - Women - L,Clothing,T-Shirt,Uniqlo,Women,387.79,L,387.79,Nykaa,Uniqlo T-Shirt for everyday use — nourishes and protects.,,
P00282_M,PAIR00282,Himalaya Shampoo - Men - 200ml,Personal Care,Shampoo,Himalaya,Men,406.07,200,203.03,Ajio,Himalaya Shampoo for everyday use — nourishes and protects.,"Tea Tree Oil, Panthenol, Vitamin E, Cetyl Alcohol, Dimethicone",
P00282_F,PAIR00282,Himalaya Shampoo - Women - 200ml,Personal Care,Shampoo,Himalaya,Women,453.53,200,226.76,Ajio,Himalaya Shampoo for everyday use — nourishes and protects.,"Tea Tree Oil, Panthenol, Vitamin E, Cetyl Alcohol, Dimethicone",
P00283_M,PAIR00283,Ponds Soap - Men - 100ml,Personal Care,Soap,Ponds,Men,254.16,100,254.16,Ajio,Ponds Soap for everyday use — nourishes and protects.,"Shea Butter, Niacinamide, Dimethicone, Sodium Laureth Sulfate",
P00283_F,PAIR00283,Ponds Soap - Women - 100ml,Personal Care,Soap,Ponds,Women,299.77,100,299.77,Ajio,Ponds Soap for everyday use — nourishes and protects.,"Shea Butter, Niacinamide, Dimethicone, Sodium Laureth Sulfate",
P00284_M,PAIR00284,Nike Socks - Men - 1,Clothing,Socks,Nike,Men,505.83,1,505.83,Nykaa,Nike Socks for everyday use — nourishes and protects.,,
P00284_F,PAIR00284,Nike Socks - Women - 1,Clothing,Socks,Nike,Women,566.26,1,566.26,Nykaa,Nike Socks for everyday use — nourishes and protects.,,
P00285_M,PAIR00285,Dove Lotion - Men - 100ml,Personal Care,Lotion,Dove,Men,642.34,100,642.34,PharmEasy,Lightweight Lotion from Dove — dermatologist tested.,"Aloe Vera, Retinol, Glycerin, Dimethicone, Cocamidopropyl Betaine, Sodium Laureth Sulfate",
P00285_F,PAIR00285,Dove Lotion - Women - 100ml,Personal Care,Lotion,Dove,Women,712.44,100,712.44,PharmEasy,Lightweight Lotion from Dove — dermatologist tested.,"Aloe Vera, Retinol, Glycerin, Dimethicone, Cocamidopropyl Betaine, Sodium Laureth Sulfate",
P00286_M,PAIR00286,Garnier Shampoo - Men - 650ml,Personal Care,Shampoo,Garnier,Men,634.18,650,97.57,RelianceDigital,Advanced formula Shampoo by Garnier for long-lasting performance.,"Water, Glycerin, Salicylic Acid",
P00286_F,PAIR00286,Garnier Shampoo - Women - 650ml,Personal Care,Shampoo,Garnier,Women,785.09,650,120.78,RelianceDigital,Advanced formula Shampoo by Garnier for long-lasting performance.,"Water, Glycerin, Salicylic Acid",
P00287_M,PAIR00287,Colgate Toothpaste - Men - 50ml,Hygiene,Toothpaste,Colgate,Men,248.93,50,497.86,PharmEasy,Colgate Toothpaste for everyday use — nourishes and protects.,"Aloe Vera, Glycerin, Tea Tree Oil, Paraben, Sodium Chloride",
P00287_F,PAIR00287,Colgate Toothpaste - Women - 50ml,Hygiene,Toothpaste,Colgate,Women,293.2,50,586.4,PharmEasy,Colgate Toothpaste for everyday use — nourishes and protects.,"Aloe Vera, Glycerin, Tea Tree Oil, Paraben, Sodium Chloride",
P00288_M,PAIR00288,Olay Moisturizer - Men - 100ml,Personal Care,Moisturizer,Olay,Men,150.9,100,150.9,Croma,Lightweight Moisturizer from Olay — dermatologist tested.,"Retinol, Sodium Chloride, Panthenol, Aloe Vera, Shea Butter",
P00288_F,PAIR00288,Olay Moisturizer - Women - 100ml,Personal Care,Moisturizer,Olay,Women,181.99,100,181.99,Croma,Lightweight Moisturizer from Olay — dermatologist tested.,"Retinol, Sodium Chloride, Panthenol, Aloe Vera, Shea Butter",
P00289_M,PAIR00289,Mamaearth Conditioner - Men - 200ml,Personal Care,Conditioner,Mamaearth,Men,440.58,200,220.29,Nykaa,Mamaearth presents a gentle Conditioner with enriched ingredients.,"Vitamin E, Paraben, Niacinamide, Cocamidopropyl Betaine",
P00289_F,PAIR00289,Mamaearth Conditioner - Women - 200ml,Personal Care,Conditioner,Mamaearth,Women,494.28,200,247.14,Nykaa,Mamaearth presents a gentle Conditioner with enriched ingredients.,"Vitamin E, Paraben, Niacinamide, Cocamidopropyl Betaine",
P00290_M,PAIR00290,Colgate Toothpaste - Men - 100ml,Hygiene,Toothpaste,Colgate,Men,386,100,386,Flipkart,Lightweight Toothpaste from Colgate — dermatologist tested.,"Sodium Laureth Sulfate, Niacinamide, Cocamidopropyl Betaine, Vitamin E, Sodium Chloride",
P00290_F,PAIR00290,Colgate Toothpaste - Women - 100ml,Hygiene,Toothpaste,Colgate,Women,435.22,100,435.22,Flipkart,Lightweight Toothpaste from Colgate — dermatologist tested.,"Sodium Laureth Sulfate, Niacinamide, Cocamidopropyl Betaine, Vitamin E, Sodium Chloride",
