product_id,pair_id,product_name,category,subcategory,brand,gender_target,price,size,normalized_price_per_unit,retailer,description,ingredients,pink_tax_percent
PR0344-W,PAIR0344,Levi’s Shaving Cream - Women,Grooming,Shaving Cream,Levi’s,Women,2455.56,250,9.82,BigBasket,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",24.27
PR0345-M,PAIR0345,Nike Jeans - Men,Apparel,Jeans,Nike,Men,1309.95,XL,1309.95,Flipkart,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",0
PR0345-W,PAIR0345,Nike Jeans - Women,Apparel,Jeans,Nike,Women,1445.51,XL,1445.51,Flipkart,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",10.35
PR0346-M,PAIR0346,Patanjali Aftershave - Men,Grooming,Aftershave,Patanjali,Men,1568.6,50,31.37,Amazon,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",0
PR0346-W,PAIR0346,Patanjali Aftershave - Women,Grooming,Aftershave,Patanjali,Women,1894.56,50,37.89,Amazon,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",20.78
PR0347-M,PAIR0347,Levi’s Face Wash - Men,Personal Care,Face Wash,Levi’s,Men,717.57,100,7.18,BigBasket,Gentle face wash enriched with aloe vera and vitamin E for daily freshness.,"Aloe Vera, Glycerin, Aqua, Fragrance",0
PR0347-W,PAIR0347,Levi’s Face Wash - Women,Personal Care,Face Wash,Levi’s,Women,800.71,100,8.01,BigBasket,Gentle face wash enriched with aloe vera and vitamin E for daily freshness.,"Aloe Vera, Glycerin, Aqua, Fragrance",11.59
PR0348-M,PAIR0348,Himalaya Body Wash - Men,Personal Care,Body Wash,Himalaya,Men,407.39,500,0.81,Amazon,Refreshing body wash that nourishes and hydrates your skin.,"Shea Butter, Vitamin E, Aqua, Perfume",0
PR0348-W,PAIR0348,Himalaya Body Wash - Women,Personal Care,Body Wash,Himalaya,Women,493.8,500,0.99,Amazon,Refreshing body wash that nourishes and hydrates your skin.,"Shea Butter, Vitamin E, Aqua, Perfume",21.21
PR0349-M,PAIR0349,Gillette Aftershave - Men,Grooming,Aftershave,Gillette,Men,1143.55,150,7.62,BigBasket,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",0
PR0349-W,PAIR0349,Gillette Aftershave - Women,Grooming,Aftershave,Gillette,Women,1299.55,150,8.66,BigBasket,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",13.64
PR0350-M,PAIR0350,Biotique Shoes - Men,Apparel,Shoes,Biotique,Men,1784.08,L,1784.08,Myntra,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",0
PR0350-W,PAIR0350,Biotique Shoes - Women,Apparel,Shoes,Biotique,Women,2114.75,L,2114.75,Myntra,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",18.53
PR0351-M,PAIR0351,Puma Shaving Cream - Men,Grooming,Shaving Cream,Puma,Men,1044.16,50,20.88,Amazon,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",0
PR0351-W,PAIR0351,Puma Shaving Cream - Women,Grooming,Shaving Cream,Puma,Women,1204.7,50,24.09,Amazon,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",15.37
PR0352-M,PAIR0352,L’Oréal T-Shirt - Men,Apparel,T-Shirt,L’Oréal,Men,1098.16,S,1098.16,Nykaa,Soft cotton T-shirt designed for everyday comfort.,100% Cotton,0
PR0352-W,PAIR0352,L’Oréal T-Shirt - Women,Apparel,T-Shirt,L’Oréal,Women,1252.07,S,1252.07,Nykaa,Soft cotton T-shirt designed for everyday comfort.,100% Cotton,14.02
PR0353-M,PAIR0353,Biotique Shoes - Men,Apparel,Shoes,Biotique,Men,1280.11,XL,1280.11,Flipkart,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",0
PR0353-W,PAIR0353,Biotique Shoes - Women,Apparel,Shoes,Biotique,Women,1409.07,XL,1409.07,Flipkart,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",10.07
PR0354-M,PAIR0354,Vaseline Moisturizer - Men,Personal Care,Moisturizer,Vaseline,Men,1517.48,500,3.03,BigBasket,Non-greasy moisturizer that keeps skin hydrated all day.,"Hyaluronic Acid, Aloe Vera, Aqua, Glycerin",0
PR0354-W,PAIR0354,Vaseline Moisturizer - Women,Personal Care,Moisturizer,Vaseline,Women,1859.07,500,3.72,BigBasket,Non-greasy moisturizer that keeps skin hydrated all day.,"Hyaluronic Acid, Aloe Vera, Aqua, Glycerin",22.51
PR0355-M,PAIR0355,Vaseline Shoes - Men,Apparel,Shoes,Vaseline,Men,1635.86,M,1635.86,BigBasket,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",0
PR0355-W,PAIR0355,Vaseline Shoes - Women,Apparel,Shoes,Vaseline,Women,2007.44,M,2007.44,BigBasket,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",22.71
PR0356-M,PAIR0356,Vaseline Face Wash - Men,Personal Care,Face Wash,Vaseline,Men,1063.61,150,7.09,Flipkart,Gentle face wash enriched with aloe vera and vitamin E for daily freshness.,"Aloe Vera, Glycerin, Aqua, Fragrance",0
PR0356-W,PAIR0356,Vaseline Face Wash - Women,Personal Care,Face Wash,Vaseline,Women,1307.56,150,8.72,Flipkart,Gentle face wash enriched with aloe vera and vitamin E for daily freshness.,"Aloe Vera, Glycerin, Aqua, Fragrance",22.94
PR0357-M,PAIR0357,Lakme Aftershave - Men,Grooming,Aftershave,Lakme,Men,1806.36,500,3.61,BigBasket,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",0
PR0357-W,PAIR0357,Lakme Aftershave - Women,Grooming,Aftershave,Lakme,Women,2257.08,500,4.51,BigBasket,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",24.95
PR0358-M,PAIR0358,Dove Razor - Men,Grooming,Razor,Dove,Men,1047.71,250,4.19,BigBasket,Precision razor with flexible blades for smooth shaving.,"Stainless Steel, Plastic Handle, Rubber Grip",0
PR0358-W,PAIR0358,Dove Razor - Women,Grooming,Razor,Dove,Women,1267.22,250,5.07,BigBasket,Precision razor with flexible blades for smooth shaving.,"Stainless Steel, Plastic Handle, Rubber Grip",20.95
PR0359-M,PAIR0359,Garnier Jeans - Men,Apparel,Jeans,Garnier,Men,1637.96,S,1637.96,Amazon,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",0
PR0359-W,PAIR0359,Garnier Jeans - Women,Apparel,Jeans,Garnier,Women,1891.15,S,1891.15,Amazon,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",15.46
PR0360-M,PAIR0360,Puma Perfume - Men,Personal Care,Perfume,Puma,Men,1754.24,200,8.77,Nykaa,Long-lasting fragrance with floral and woody notes.,"Alcohol, Water, Fragrance, Limonene",0
PR0360-W,PAIR0360,Puma Perfume - Women,Personal Care,Perfume,Puma,Women,2079.17,200,10.4,Nykaa,Long-lasting fragrance with floral and woody notes.,"Alcohol, Water, Fragrance, Limonene",18.52
PR0361-M,PAIR0361,Biotique Shoes - Men,Apparel,Shoes,Biotique,Men,681.89,S,681.89,Flipkart,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",0
PR0361-W,PAIR0361,Biotique Shoes - Women,Apparel,Shoes,Biotique,Women,825.78,S,825.78,Flipkart,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",21.1
PR0362-M,PAIR0362,Vaseline Jeans - Men,Apparel,Jeans,Vaseline,Men,698.56,S,698.56,RelianceDigital,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",0
PR0362-W,PAIR0362,Vaseline Jeans - Women,Apparel,Jeans,Vaseline,Women,852.19,S,852.19,RelianceDigital,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",21.99
PR0363-M,PAIR0363,Patanjali Hoodie - Men,Apparel,Hoodie,Patanjali,Men,1380.75,L,1380.75,Amazon,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",0
PR0363-W,PAIR0363,Patanjali Hoodie - Women,Apparel,Hoodie,Patanjali,Women,1688.4,L,1688.4,Amazon,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",22.28
PR0364-M,PAIR0364,Nivea Jeans - Men,Apparel,Jeans,Nivea,Men,1166.26,XL,1166.26,BigBasket,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",0
PR0364-W,PAIR0364,Nivea Jeans - Women,Apparel,Jeans,Nivea,Women,1338.13,XL,1338.13,BigBasket,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",14.74
PR0365-M,PAIR0365,Vaseline Shoes - Men,Apparel,Shoes,Vaseline,Men,190.18,L,190.18,RelianceDigital,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",0
PR0365-W,PAIR0365,Vaseline Shoes - Women,Apparel,Shoes,Vaseline,Women,213.51,L,213.51,RelianceDigital,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",12.27
PR0366-M,PAIR0366,L’Oréal Hoodie - Men,Apparel,Hoodie,L’Oréal,Men,1170.72,L,1170.72,Amazon,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",0
PR0366-W,PAIR0366,L’Oréal Hoodie - Women,Apparel,Hoodie,L’Oréal,Women,1378.11,L,1378.11,Amazon,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",17.71
PR0367-M,PAIR0367,Gillette Shaving Cream - Men,Grooming,Shaving Cream,Gillette,Men,945.48,250,3.78,Nykaa,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",0
PR0367-W,PAIR0367,Gillette Shaving Cream - Women,Grooming,Shaving Cream,Gillette,Women,1168.19,250,4.67,Nykaa,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",23.56
PR0368-M,PAIR0368,Axe Razor - Men,Grooming,Razor,Axe,Men,1169.09,50,23.38,RelianceDigital,Precision razor with flexible blades for smooth shaving.,"Stainless Steel, Plastic Handle, Rubber Grip",0
PR0368-W,PAIR0368,Axe Razor - Women,Grooming,Razor,Axe,Women,1349.15,50,26.98,RelianceDigital,Precision razor with flexible blades for smooth shaving.,"Stainless Steel, Plastic Handle, Rubber Grip",15.4
PR0369-M,PAIR0369,Patanjali Shoes - Men,Apparel,Shoes,Patanjali,Men,472.25,XL,472.25,Flipkart,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",0
PR0369-W,PAIR0369,Patanjali Shoes - Women,Apparel,Shoes,Patanjali,Women,572.53,XL,572.53,Flipkart,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",21.23
PR0370-M,PAIR0370,Axe Perfume - Men,Personal Care,Perfume,Axe,Men,865.41,100,8.65,BigBasket,Long-lasting fragrance with floral and woody notes.,"Alcohol, Water, Fragrance, Limonene",0
PR0370-W,PAIR0370,Axe Perfume - Women,Personal Care,Perfume,Axe,Women,1030.01,100,10.3,BigBasket,Long-lasting fragrance with floral and woody notes.,"Alcohol, Water, Fragrance, Limonene",19.02
PR0371-M,PAIR0371,Garnier Lotion - Men,Personal Care,Lotion,Garnier,Men,1101.34,150,7.34,BigBasket,Hydrating body lotion with long-lasting softness.,"Shea Butter, Glycerin, Vitamin E, Fragrance",0
PR0371-W,PAIR0371,Garnier Lotion - Women,Personal Care,Lotion,Garnier,Women,1227.52,150,8.18,BigBasket,Hydrating body lotion with long-lasting softness.,"Shea Butter, Glycerin, Vitamin E, Fragrance",11.46
PR0372-M,PAIR0372,L’Oréal Shoes - Men,Apparel,Shoes,L’Oréal,Men,1586.93,M,1586.93,Amazon,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",0
PR0372-W,PAIR0372,L’Oréal Shoes - Women,Apparel,Shoes,L’Oréal,Women,1803.47,M,1803.47,Amazon,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",13.65
PR0373-M,PAIR0373,Nivea Face Wash - Men,Personal Care,Face Wash,Nivea,Men,1030.04,150,6.87,Amazon,Gentle face wash enriched with aloe vera and vitamin E for daily freshness.,"Aloe Vera, Glycerin, Aqua, Fragrance",0
PR0373-W,PAIR0373,Nivea Face Wash - Women,Personal Care,Face Wash,Nivea,Women,1244.19,150,8.29,Amazon,Gentle face wash enriched with aloe vera and vitamin E for daily freshness.,"Aloe Vera, Glycerin, Aqua, Fragrance",20.79
PR0374-M,PAIR0374,Garnier Shampoo - Men,Personal Care,Shampoo,Garnier,Men,477.57,200,2.39,Myntra,"Cleanses scalp and strengthens hair roots for smooth, shiny hair.","Keratin, Biotin, Aqua, Citric Acid",0
PR0374-W,PAIR0374,Garnier Shampoo - Women,Personal Care,Shampoo,Garnier,Women,581.05,200,2.91,Myntra,"Cleanses scalp and strengthens hair roots for smooth, shiny hair.","Keratin, Biotin, Aqua, Citric Acid",21.67
PR0375-M,PAIR0375,Puma Shaving Cream - Men,Grooming,Shaving Cream,Puma,Men,302.27,100,3.02,BigBasket,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",0
PR0375-W,PAIR0375,Puma Shaving Cream - Women,Grooming,Shaving Cream,Puma,Women,342.79,100,3.43,BigBasket,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",13.41
PR0376-M,PAIR0376,Garnier Hoodie - Men,Apparel,Hoodie,Garnier,Men,1269.47,XL,1269.47,Flipkart,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",0
PR0376-W,PAIR0376,Garnier Hoodie - Women,Apparel,Hoodie,Garnier,Women,1466.16,XL,1466.16,Flipkart,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",15.49
PR0377-M,PAIR0377,H&M Aftershave - Men,Grooming,Aftershave,H&M,Men,1706.23,150,11.37,Flipkart,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",0
PR0377-W,PAIR0377,H&M Aftershave - Women,Grooming,Aftershave,H&M,Women,1971.12,150,13.14,Flipkart,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",15.52
PR0378-M,PAIR0378,Vaseline Shaving Cream - Men,Grooming,Shaving Cream,Vaseline,Men,1017.12,1000,1.02,Flipkart,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",0
PR0378-W,PAIR0378,Vaseline Shaving Cream - Women,Grooming,Shaving Cream,Vaseline,Women,1217.11,1000,1.22,Flipkart,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",19.66
PR0379-M,PAIR0379,Puma Perfume - Men,Personal Care,Perfume,Puma,Men,951.73,250,3.81,Flipkart,Long-lasting fragrance with floral and woody notes.,"Alcohol, Water, Fragrance, Limonene",0
PR0379-W,PAIR0379,Puma Perfume - Women,Personal Care,Perfume,Puma,Women,1101.09,250,4.4,Flipkart,Long-lasting fragrance with floral and woody notes.,"Alcohol, Water, Fragrance, Limonene",15.69
PR0380-M,PAIR0380,Himalaya Aftershave - Men,Grooming,Aftershave,Himalaya,Men,1853.19,500,3.71,BigBasket,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",0
PR0380-W,PAIR0380,Himalaya Aftershave - Women,Grooming,Aftershave,Himalaya,Women,2086.85,500,4.17,BigBasket,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",12.61
PR0381-M,PAIR0381,Patanjali Perfume - Men,Personal Care,Perfume,Patanjali,Men,791.81,150,5.28,Myntra,Long-lasting fragrance with floral and woody notes.,"Alcohol, Water, Fragrance, Limonene",0
PR0381-W,PAIR0381,Patanjali Perfume - Women,Personal Care,Perfume,Patanjali,Women,969.81,150,6.47,Myntra,Long-lasting fragrance with floral and woody notes.,"Alcohol, Water, Fragrance, Limonene",22.48
PR0382-M,PAIR0382,Levi’s T-Shirt - Men,Apparel,T-Shirt,Levi’s,Men,390.25,M,390.25,BigBasket,Soft cotton T-shirt designed for everyday comfort.,100% Cotton,0
PR0382-W,PAIR0382,Levi’s T-Shirt - Women,Apparel,T-Shirt,Levi’s,Women,448.76,M,448.76,BigBasket,Soft cotton T-shirt designed for everyday comfort.,100% Cotton,14.99
PR0383-M,PAIR0383,Patanjali Lotion - Men,Personal Care,Lotion,Patanjali,Men,840.4,500,1.68,Myntra,Hydrating body lotion with long-lasting softness.,"Shea Butter, Glycerin, Vitamin E, Fragrance",0
PR0383-W,PAIR0383,Patanjali Lotion - Women,Personal Care,Lotion,Patanjali,Women,965.82,500,1.93,Myntra,Hydrating body lotion with long-lasting softness.,"Shea Butter, Glycerin, Vitamin E, Fragrance",14.92
PR0384-M,PAIR0384,Old Spice Jeans - Men,Apparel,Jeans,Old Spice,Men,178.5,L,178.5,Flipkart,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",0
PR0384-W,PAIR0384,Old Spice Jeans - Women,Apparel,Jeans,Old Spice,Women,206.76,L,206.76,Flipkart,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",15.83
PR0385-M,PAIR0385,Dove Shoes - Men,Apparel,Shoes,Dove,Men,1377.59,XL,1377.59,Myntra,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",0
PR0385-W,PAIR0385,Dove Shoes - Women,Apparel,Shoes,Dove,Women,1542.53,XL,1542.53,Myntra,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",11.97
PR0386-M,PAIR0386,L’Oréal Razor - Men,Grooming,Razor,L’Oréal,Men,819.75,200,4.1,RelianceDigital,Precision razor with flexible blades for smooth shaving.,"Stainless Steel, Plastic Handle, Rubber Grip",0
PR0386-W,PAIR0386,L’Oréal Razor - Women,Grooming,Razor,L’Oréal,Women,939.28,200,4.7,RelianceDigital,Precision razor with flexible blades for smooth shaving.,"Stainless Steel, Plastic Handle, Rubber Grip",14.58
PR0387-M,PAIR0387,Mamaearth Body Wash - Men,Personal Care,Body Wash,Mamaearth,Men,1016.08,50,20.32,Nykaa,Refreshing body wash that nourishes and hydrates your skin.,"Shea Butter, Vitamin E, Aqua, Perfume",0
PR0387-W,PAIR0387,Mamaearth Body Wash - Women,Personal Care,Body Wash,Mamaearth,Women,1205.26,50,24.11,Nykaa,Refreshing body wash that nourishes and hydrates your skin.,"Shea Butter, Vitamin E, Aqua, Perfume",18.62
PR0388-M,PAIR0388,Himalaya Hoodie - Men,Apparel,Hoodie,Himalaya,Men,893.13,S,893.13,Myntra,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",0
PR0388-W,PAIR0388,Himalaya Hoodie - Women,Apparel,Hoodie,Himalaya,Women,1082.92,S,1082.92,Myntra,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",21.25
PR0389-M,PAIR0389,L’Oréal Jeans - Men,Apparel,Jeans,L’Oréal,Men,514.7,L,514.7,Flipkart,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",0
PR0389-W,PAIR0389,L’Oréal Jeans - Women,Apparel,Jeans,L’Oréal,Women,595.96,L,595.96,Flipkart,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",15.79
PR0390-M,PAIR0390,Mamaearth Moisturizer - Men,Personal Care,Moisturizer,Mamaearth,Men,241.02,50,4.82,Amazon,Non-greasy moisturizer that keeps skin hydrated all day.,"Hyaluronic Acid, Aloe Vera, Aqua, Glycerin",0
PR0390-W,PAIR0390,Mamaearth Moisturizer - Women,Personal Care,Moisturizer,Mamaearth,Women,267.98,50,5.36,Amazon,Non-greasy moisturizer that keeps skin hydrated all day.,"Hyaluronic Acid, Aloe Vera, Aqua, Glycerin",11.18
PR0391-M,PAIR0391,Bata Aftershave - Men,Grooming,Aftershave,Bata,Men,1391.54,150,9.28,Flipkart,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",0
PR0391-W,PAIR0391,Bata Aftershave - Women,Grooming,Aftershave,Bata,Women,1572.36,150,10.48,Flipkart,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",12.99
PR0392-M,PAIR0392,Nivea T-Shirt - Men,Apparel,T-Shirt,Nivea,Men,1577.62,L,1577.62,Myntra,Soft cotton T-shirt designed for everyday comfort.,100% Cotton,0
PR0392-W,PAIR0392,Nivea T-Shirt - Women,Apparel,T-Shirt,Nivea,Women,1931.51,L,1931.51,Myntra,Soft cotton T-shirt designed for everyday comfort.,100% Cotton,22.43
PR0393-M,PAIR0393,Garnier Shampoo - Men,Personal Care,Shampoo,Garnier,Men,1326.33,150,8.84,BigBasket,"Cleanses scalp and strengthens hair roots for smooth, shiny hair.","Keratin, Biotin, Aqua, Citric Acid",0
PR0393-W,PAIR0393,Garnier Shampoo - Women,Personal Care,Shampoo,Garnier,Women,1654.43,150,11.03,BigBasket,"Cleanses scalp and strengthens hair roots for smooth, shiny hair.","Keratin, Biotin, Aqua, Citric Acid",24.74
PR0394-M,PAIR0394,Biotique Deodorant - Men,Personal Care,Deodorant,Biotique,Men,1931.72,750,2.58,Myntra,48-hour protection with a subtle fragrance.,"Aluminum Chlorohydrate, Fragrance, Aqua, Propylene Glycol",0
PR0394-W,PAIR0394,Biotique Deodorant - Women,Personal Care,Deodorant,Biotique,Women,2254.48,750,3.01,Myntra,48-hour protection with a subtle fragrance.,"Aluminum Chlorohydrate, Fragrance, Aqua, Propylene Glycol",16.71
PR0395-M,PAIR0395,Vaseline Shoes - Men,Apparel,Shoes,Vaseline,Men,1320.9,XL,1320.9,BigBasket,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",0
PR0395-W,PAIR0395,Vaseline Shoes - Women,Apparel,Shoes,Vaseline,Women,1460.39,XL,1460.39,BigBasket,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",10.56
PR0396-M,PAIR0396,Mamaearth Jeans - Men,Apparel,Jeans,Mamaearth,Men,812.11,S,812.11,Nykaa,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",0
PR0396-W,PAIR0396,Mamaearth Jeans - Women,Apparel,Jeans,Mamaearth,Women,1001.84,S,1001.84,Nykaa,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",23.36
PR0397-M,PAIR0397,Mamaearth Shaving Cream - Men,Grooming,Shaving Cream,Mamaearth,Men,1654.95,500,3.31,Flipkart,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",0
PR0397-W,PAIR0397,Mamaearth Shaving Cream - Women,Grooming,Shaving Cream,Mamaearth,Women,1984.62,500,3.97,Flipkart,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",19.92
PR0398-M,PAIR0398,Vaseline T-Shirt - Men,Apparel,T-Shirt,Vaseline,Men,1115.51,L,1115.51,Nykaa,Soft cotton T-shirt designed for everyday comfort.,100% Cotton,0
PR0398-W,PAIR0398,Vaseline T-Shirt - Women,Apparel,T-Shirt,Vaseline,Women,1362.97,L,1362.97,Nykaa,Soft cotton T-shirt designed for everyday comfort.,100% Cotton,22.18
PR0399-M,PAIR0399,Levi’s Conditioner - Men,Personal Care,Conditioner,Levi’s,Men,887.32,200,4.44,Myntra,Deep-conditioning formula for silky and manageable hair.,"Coconut Oil, Argan Oil, Aqua, Dimethicone",0
PR0399-W,PAIR0399,Levi’s Conditioner - Women,Personal Care,Conditioner,Levi’s,Women,1084.17,200,5.42,Myntra,Deep-conditioning formula for silky and manageable hair.,"Coconut Oil, Argan Oil, Aqua, Dimethicone",22.18
PR0400-M,PAIR0400,Garnier T-Shirt - Men,Apparel,T-Shirt,Garnier,Men,1706.24,S,1706.24,BigBasket,Soft cotton T-shirt designed for everyday comfort.,100% Cotton,0
PR0400-W,PAIR0400,Garnier T-Shirt - Women,Apparel,T-Shirt,Garnier,Women,1970.89,S,1970.89,BigBasket,Soft cotton T-shirt designed for everyday comfort.,100% Cotton,15.51
PR0401-M,PAIR0401,Axe T-Shirt - Men,Apparel,T-Shirt,Axe,Men,1497.33,S,1497.33,Flipkart,Soft cotton T-shirt designed for everyday comfort.,100% Cotton,0
PR0401-W,PAIR0401,Axe T-Shirt - Women,Apparel,T-Shirt,Axe,Women,1688.75,S,1688.75,Flipkart,Soft cotton T-shirt designed for everyday comfort.,100% Cotton,12.78
PR0402-M,PAIR0402,Garnier Deodorant - Men,Personal Care,Deodorant,Garnier,Men,663.55,150,4.42,Myntra,48-hour protection with a subtle fragrance.,"Aluminum Chlorohydrate, Fragrance, Aqua, Propylene Glycol",0
PR0402-W,PAIR0402,Garnier Deodorant - Women,Personal Care,Deodorant,Garnier,Women,801.14,150,5.34,Myntra,48-hour protection with a subtle fragrance.,"Aluminum Chlorohydrate, Fragrance, Aqua, Propylene Glycol",20.74
PR0403-M,PAIR0403,Nivea Lotion - Men,Personal Care,Lotion,Nivea,Men,886.29,250,3.55,Flipkart,Hydrating body lotion with long-lasting softness.,"Shea Butter, Glycerin, Vitamin E, Fragrance",0
PR0403-W,PAIR0403,Nivea Lotion - Women,Personal Care,Lotion,Nivea,Women,1009.46,250,4.04,Flipkart,Hydrating body lotion with long-lasting softness.,"Shea Butter, Glycerin, Vitamin E, Fragrance",13.9
PR0404-M,PAIR0404,L’Oréal Aftershave - Men,Grooming,Aftershave,L’Oréal,Men,796.42,50,15.93,Flipkart,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",0
PR0404-W,PAIR0404,L’Oréal Aftershave - Women,Grooming,Aftershave,L’Oréal,Women,938.08,50,18.76,Flipkart,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",17.79
PR0405-M,PAIR0405,L’Oréal Shaving Cream - Men,Grooming,Shaving Cream,L’Oréal,Men,1047.85,750,1.4,Flipkart,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",0
PR0405-W,PAIR0405,L’Oréal Shaving Cream - Women,Grooming,Shaving Cream,L’Oréal,Women,1200.65,750,1.6,Flipkart,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",14.58
PR0406-M,PAIR0406,Mamaearth Aftershave - Men,Grooming,Aftershave,Mamaearth,Men,256.62,200,1.28,Amazon,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",0
PR0406-W,PAIR0406,Mamaearth Aftershave - Women,Grooming,Aftershave,Mamaearth,Women,316.29,200,1.58,Amazon,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",23.25
PR0407-M,PAIR0407,Ponds Jeans - Men,Apparel,Jeans,Ponds,Men,662.75,M,662.75,BigBasket,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",0
